lemma,pos,genus,genus 1,genus 2,genus 3,genus 4,nominativ singular,nominativ singular*,nominativ singular 1,nominativ singular 2,nominativ singular 3,nominativ singular 4,nominativ singular stark,nominativ singular schwach,nominativ singular gemischt,nominativ plural,nominativ plural*,nominativ plural 1,nominativ plural 2,nominativ plural 3,nominativ plural 4,nominativ plural stark,nominativ plural schwach,nominativ plural gemischt,genitiv singular,genitiv singular*,genitiv singular 1,genitiv singular 2,genitiv singular 3,genitiv singular 4,genitiv singular stark,genitiv singular schwach,genitiv singular gemischt,genitiv plural,genitiv plural*,genitiv plural 1,genitiv plural 2,genitiv plural 3,genitiv plural 4,genitiv plural stark,genitiv plural schwach,genitiv plural gemischt,dativ singular,dativ singular*,dativ singular 1,dativ singular 2,dativ singular 3,dativ singular 4,dativ singular stark,dativ singular schwach,dativ singular gemischt,dativ plural,dativ plural*,dativ plural 1,dativ plural 2,dativ plural 3,dativ plural 4,dativ plural stark,dativ plural schwach,dativ plural gemischt,akkusativ singular,akkusativ singular*,akkusativ singular 1,akkusativ singular 2,akkusativ singular 3,akkusativ singular 4,akkusativ singular stark,akkusativ singular schwach,akkusativ singular gemischt,akkusativ plural,akkusativ plural*,akkusativ plural 1,akkusativ plural 2,akkusativ plural 3,akkusativ plural 4,akkusativ plural stark,akkusativ plural schwach,akkusativ plural gemischt
Reaktionär,Substantiv,m,,,,,Reaktionär,,,,,,,,,Reaktionäre,,,,,,,,,Reaktionärs,,,,,,,,,Reaktionäre,,,,,,,,,Reaktionär,,,,,,,,,Reaktionären,,,,,,,,,Reaktionär,,,,,,,,,Reaktionäre,,,,,,,,
Reaktionärin,Substantiv,f,,,,,Reaktionärin,,,,,,,,,Reaktionärinnen,,,,,,,,,Reaktionärin,,,,,,,,,Reaktionärinnen,,,,,,,,,Reaktionärin,,,,,,,,,Reaktionärinnen,,,,,,,,,Reaktionärin,,,,,,,,,Reaktionärinnen,,,,,,,,
Reaktivierung,Substantiv,f,,,,,Reaktivierung,,,,,,,,,Reaktivierungen,,,,,,,,,Reaktivierung,,,,,,,,,Reaktivierungen,,,,,,,,,Reaktivierung,,,,,,,,,Reaktivierungen,,,,,,,,,Reaktivierung,,,,,,,,,Reaktivierungen,,,,,,,,
Reaktivität,Substantiv,f,,,,,Reaktivität,,,,,,,,,Reaktivitäten,,,,,,,,,Reaktivität,,,,,,,,,Reaktivitäten,,,,,,,,,Reaktivität,,,,,,,,,Reaktivitäten,,,,,,,,,Reaktivität,,,,,,,,,Reaktivitäten,,,,,,,,
Reaktor,Substantiv,m,,,,,Reaktor,,,,,,,,,Reaktoren,,,,,,,,,Reaktors,,,,,,,,,Reaktoren,,,,,,,,,Reaktor,,,,,,,,,Reaktoren,,,,,,,,,Reaktor,,,,,,,,,Reaktoren,,,,,,,,
Reaktorgebäude,Substantiv,n,,,,,Reaktorgebäude,,,,,,,,,Reaktorgebäude,,,,,,,,,Reaktorgebäudes,,,,,,,,,Reaktorgebäude,,,,,,,,,Reaktorgebäude,,,,,,,,,Reaktorgebäuden,,,,,,,,,Reaktorgebäude,,,,,,,,,Reaktorgebäude,,,,,,,,
Reaktorkatastrophe,Substantiv,f,,,,,Reaktorkatastrophe,,,,,,,,,Reaktorkatastrophen,,,,,,,,,Reaktorkatastrophe,,,,,,,,,Reaktorkatastrophen,,,,,,,,,Reaktorkatastrophe,,,,,,,,,Reaktorkatastrophen,,,,,,,,,Reaktorkatastrophe,,,,,,,,,Reaktorkatastrophen,,,,,,,,
Reaktorkern,Substantiv,m,,,,,Reaktorkern,,,,,,,,,Reaktorkerne,,,,,,,,,Reaktorkernes,Reaktorkerns,,,,,,,,Reaktorkerne,,,,,,,,,Reaktorkern,Reaktorkerne,,,,,,,,Reaktorkernen,,,,,,,,,Reaktorkern,,,,,,,,,Reaktorkerne,,,,,,,,
Reaktorsicherheit,Substantiv,f,,,,,Reaktorsicherheit,,,,,,,,,,,,,,,,,,Reaktorsicherheit,,,,,,,,,,,,,,,,,,Reaktorsicherheit,,,,,,,,,,,,,,,,,,Reaktorsicherheit,,,,,,,,,,,,,,,,,
Reaktorunfall,Substantiv,m,,,,,Reaktorunfall,,,,,,,,,Reaktorunfälle,,,,,,,,,Reaktorunfalles,Reaktorunfalls,,,,,,,,Reaktorunfälle,,,,,,,,,Reaktorunfall,Reaktorunfalle,,,,,,,,Reaktorunfällen,,,,,,,,,Reaktorunfall,,,,,,,,,Reaktorunfälle,,,,,,,,
Real,Substantiv,m,,,,,Real,,,,,,,,,,,Reales,Reis,,,,,,Reals,,,,,,,,,,,Reales,Reis,,,,,,Real,,,,,,,,,,,Reales,Reis,,,,,,Real,,,,,,,,,,,Reales,Reis,,,,,
Realgymnasium,Substantiv,n,,,,,Realgymnasium,,,,,,,,,Realgymnasien,,,,,,,,,Realgymnasiums,,,,,,,,,Realgymnasien,,,,,,,,,Realgymnasium,,,,,,,,,Realgymnasien,,,,,,,,,Realgymnasium,,,,,,,,,Realgymnasien,,,,,,,,
Realien,Substantiv,,,,,,,,,,,,,,,Realien,,,,,,,,,,,,,,,,,,Realien,,,,,,,,,,,,,,,,,,Realien,,,,,,,,,,,,,,,,,,Realien,,,,,,,,
Realienbuch,Substantiv,n,,,,,Realienbuch,,,,,,,,,Realienbücher,,,,,,,,,Realienbuches,Realienbuchs,,,,,,,,Realienbücher,,,,,,,,,Realienbuch,Realienbuche,,,,,,,,Realienbüchern,,,,,,,,,Realienbuch,,,,,,,,,Realienbücher,,,,,,,,
Realisierung,Substantiv,f,,,,,Realisierung,,,,,,,,,Realisierungen,,,,,,,,,Realisierung,,,,,,,,,Realisierungen,,,,,,,,,Realisierung,,,,,,,,,Realisierungen,,,,,,,,,Realisierung,,,,,,,,,Realisierungen,,,,,,,,
Realismus,Substantiv,m,,,,,Realismus,,,,,,,,,Realismen,,,,,,,,,Realismus,,,,,,,,,Realismen,,,,,,,,,Realismus,,,,,,,,,Realismen,,,,,,,,,Realismus,,,,,,,,,Realismen,,,,,,,,
Realist,Substantiv,m,,,,,Realist,,,,,,,,,Realisten,,,,,,,,,Realisten,,,,,,,,,Realisten,,,,,,,,,Realisten,,,,,,,,,Realisten,,,,,,,,,Realisten,,,,,,,,,Realisten,,,,,,,,
Realistin,Substantiv,f,,,,,Realistin,,,,,,,,,Realistinnen,,,,,,,,,Realistin,,,,,,,,,Realistinnen,,,,,,,,,Realistin,,,,,,,,,Realistinnen,,,,,,,,,Realistin,,,,,,,,,Realistinnen,,,,,,,,
Reality-TV,Substantiv,n,,,,,Reality-TV,,,,,,,,,,,,,,,,,,Reality-TVs,Reality-TV,,,,,,,,,,,,,,,,,Reality-TV,,,,,,,,,,,,,,,,,,Reality-TV,,,,,,,,,,,,,,,,,
Realität,Substantiv,f,,,,,Realität,,,,,,,,,Realitäten,,,,,,,,,Realität,,,,,,,,,Realitäten,,,,,,,,,Realität,,,,,,,,,Realitäten,,,,,,,,,Realität,,,,,,,,,Realitäten,,,,,,,,
Realitätscheck,Substantiv,m,,,,,Realitätscheck,,,,,,,,,Realitätschecks,,,,,,,,,Realitätschecks,,,,,,,,,Realitätschecks,,,,,,,,,Realitätscheck,,,,,,,,,Realitätschecks,,,,,,,,,Realitätscheck,,,,,,,,,Realitätschecks,,,,,,,,
Realitätsferne,Substantiv,f,,,,,Realitätsferne,,,,,,,,,,,,,,,,,,Realitätsferne,,,,,,,,,,,,,,,,,,Realitätsferne,,,,,,,,,,,,,,,,,,Realitätsferne,,,,,,,,,,,,,,,,,
Realitätsflucht,Substantiv,f,,,,,Realitätsflucht,,,,,,,,,Realitätsfluchten,,,,,,,,,Realitätsflucht,,,,,,,,,Realitätsfluchten,,,,,,,,,Realitätsflucht,,,,,,,,,Realitätsfluchten,,,,,,,,,Realitätsflucht,,,,,,,,,Realitätsfluchten,,,,,,,,
Realitätsfremdheit,Substantiv,f,,,,,Realitätsfremdheit,,,,,,,,,,,,,,,,,,Realitätsfremdheit,,,,,,,,,,,,,,,,,,Realitätsfremdheit,,,,,,,,,,,,,,,,,,Realitätsfremdheit,,,,,,,,,,,,,,,,,
Realitätsnähe,Substantiv,f,,,,,Realitätsnähe,,,,,,,,,,,,,,,,,,Realitätsnähe,,,,,,,,,,,,,,,,,,Realitätsnähe,,,,,,,,,,,,,,,,,,Realitätsnähe,,,,,,,,,,,,,,,,,
Realitätsprinzip,Substantiv,n,,,,,Realitätsprinzip,,,,,,,,,Realitätsprinzipien,,,,,,,,,Realitätsprinzips,,,,,,,,,Realitätsprinzipien,,,,,,,,,Realitätsprinzip,,,,,,,,,Realitätsprinzipien,,,,,,,,,Realitätsprinzip,,,,,,,,,Realitätsprinzipien,,,,,,,,
Realitätsprüfung,Substantiv,f,,,,,Realitätsprüfung,,,,,,,,,Realitätsprüfungen,,,,,,,,,Realitätsprüfung,,,,,,,,,Realitätsprüfungen,,,,,,,,,Realitätsprüfung,,,,,,,,,Realitätsprüfungen,,,,,,,,,Realitätsprüfung,,,,,,,,,Realitätsprüfungen,,,,,,,,
Realitätssinn,Substantiv,m,,,,,Realitätssinn,,,,,,,,,,,,,,,,,,Realitätssinnes,Realitätssinns,,,,,,,,,,,,,,,,,Realitätssinn,Realitätssinne,,,,,,,,,,,,,,,,,Realitätssinn,,,,,,,,,,,,,,,,,
Realitätsverlust,Substantiv,m,,,,,Realitätsverlust,,,,,,,,,Realitätsverluste,,,,,,,,,Realitätsverlustes,Realitätsverlusts,,,,,,,,Realitätsverluste,,,,,,,,,Realitätsverlust,Realitätsverluste,,,,,,,,Realitätsverlusten,,,,,,,,,Realitätsverlust,,,,,,,,,Realitätsverluste,,,,,,,,
Realitätsverweigerung,Substantiv,f,,,,,Realitätsverweigerung,,,,,,,,,Realitätsverweigerungen,,,,,,,,,Realitätsverweigerung,,,,,,,,,Realitätsverweigerungen,,,,,,,,,Realitätsverweigerung,,,,,,,,,Realitätsverweigerungen,,,,,,,,,Realitätsverweigerung,,,,,,,,,Realitätsverweigerungen,,,,,,,,
Realkonkurrenz,Substantiv,f,,,,,Realkonkurrenz,,,,,,,,,Realkonkurrenzen,,,,,,,,,Realkonkurrenz,,,,,,,,,Realkonkurrenzen,,,,,,,,,Realkonkurrenz,,,,,,,,,Realkonkurrenzen,,,,,,,,,Realkonkurrenz,,,,,,,,,Realkonkurrenzen,,,,,,,,
Realkredit,Substantiv,m,,,,,Realkredit,,,,,,,,,Realkredite,,,,,,,,,Realkredits,,,,,,,,,Realkredite,,,,,,,,,Realkredit,,,,,,,,,Realkrediten,,,,,,,,,Realkredit,,,,,,,,,Realkredite,,,,,,,,
Reallife,Substantiv,n,,,,,Reallife,,,,,,,,,,,,,,,,,,Reallifes,,,,,,,,,,,,,,,,,,Reallife,,,,,,,,,,,,,,,,,,Reallife,,,,,,,,,,,,,,,,,
Realname,Substantiv,m,,,,,Realname,,,,,,,,,Realnamen,,,,,,,,,Realnamens,,,,,,,,,Realnamen,,,,,,,,,Realnamen,,,,,,,,,Realnamen,,,,,,,,,Realnamen,,,,,,,,,Realnamen,,,,,,,,
Realo,Substantiv,m,,,,,Realo,,,,,,,,,Realos,,,,,,,,,Realos,,,,,,,,,Realos,,,,,,,,,Realo,,,,,,,,,Realos,,,,,,,,,Realo,,,,,,,,,Realos,,,,,,,,
Realpolitik,Substantiv,f,,,,,Realpolitik,,,,,,,,,Realpolitiken,,,,,,,,,Realpolitik,,,,,,,,,Realpolitiken,,,,,,,,,Realpolitik,,,,,,,,,Realpolitiken,,,,,,,,,Realpolitik,,,,,,,,,Realpolitiken,,,,,,,,
Realpräsenz,Substantiv,f,,,,,Realpräsenz,,,,,,,,,,,,,,,,,,Realpräsenz,,,,,,,,,,,,,,,,,,Realpräsenz,,,,,,,,,,,,,,,,,,Realpräsenz,,,,,,,,,,,,,,,,,
Realsatire,Substantiv,f,,,,,Realsatire,,,,,,,,,Realsatiren,,,,,,,,,Realsatire,,,,,,,,,Realsatiren,,,,,,,,,Realsatire,,,,,,,,,Realsatiren,,,,,,,,,Realsatire,,,,,,,,,Realsatiren,,,,,,,,
Realschulbildung,Substantiv,f,,,,,Realschulbildung,,,,,,,,,,,,,,,,,,Realschulbildung,,,,,,,,,,,,,,,,,,Realschulbildung,,,,,,,,,,,,,,,,,,Realschulbildung,,,,,,,,,,,,,,,,,
Realschule,Substantiv,f,,,,,Realschule,,,,,,,,,Realschulen,,,,,,,,,Realschule,,,,,,,,,Realschulen,,,,,,,,,Realschule,,,,,,,,,Realschulen,,,,,,,,,Realschule,,,,,,,,,Realschulen,,,,,,,,
Realschullehrer,Substantiv,m,,,,,Realschullehrer,,,,,,,,,Realschullehrer,,,,,,,,,Realschullehrers,,,,,,,,,Realschullehrer,,,,,,,,,Realschullehrer,,,,,,,,,Realschullehrern,,,,,,,,,Realschullehrer,,,,,,,,,Realschullehrer,,,,,,,,
Realschullehrerin,Substantiv,f,,,,,Realschullehrerin,,,,,,,,,Realschullehrerinnen,,,,,,,,,Realschullehrerin,,,,,,,,,Realschullehrerinnen,,,,,,,,,Realschullehrerin,,,,,,,,,Realschullehrerinnen,,,,,,,,,Realschullehrerin,,,,,,,,,Realschullehrerinnen,,,,,,,,
Realschulsystem,Substantiv,n,,,,,Realschulsystem,,,,,,,,,Realschulsysteme,,,,,,,,,Realschulsystems,,,,,,,,,Realschulsysteme,,,,,,,,,Realschulsystem,,,,,,,,,Realschulsystemen,,,,,,,,,Realschulsystem,,,,,,,,,Realschulsysteme,,,,,,,,
Realschüler,Substantiv,m,,,,,Realschüler,,,,,,,,,Realschüler,,,,,,,,,Realschülers,,,,,,,,,Realschüler,,,,,,,,,Realschüler,,,,,,,,,Realschülern,,,,,,,,,Realschüler,,,,,,,,,Realschüler,,,,,,,,
Realschülerin,Substantiv,f,,,,,Realschülerin,,,,,,,,,Realschülerinnen,,,,,,,,,Realschülerin,,,,,,,,,Realschülerinnen,,,,,,,,,Realschülerin,,,,,,,,,Realschülerinnen,,,,,,,,,Realschülerin,,,,,,,,,Realschülerinnen,,,,,,,,
Realutopie,Substantiv,f,,,,,Realutopie,,,,,,,,,Realutopien,,,,,,,,,Realutopie,,,,,,,,,Realutopien,,,,,,,,,Realutopie,,,,,,,,,Realutopien,,,,,,,,,Realutopie,,,,,,,,,Realutopien,,,,,,,,
Realverkehr,Substantiv,m,,,,,Realverkehr,,,,,,,,,,,,,,,,,,Realverkehres,Realverkehrs,,,,,,,,,,,,,,,,,Realverkehr,Realverkehre,,,,,,,,,,,,,,,,,Realverkehr,,,,,,,,,,,,,,,,,
Realwert,Substantiv,m,,,,,Realwert,,,,,,,,,,,,,,,,,,Realwerts,Realwertes,,,,,,,,,,,,,,,,,Realwert,,,,,,,,,,,,,,,,,,Realwert,,,,,,,,,,,,,,,,,
Realwirtschaft,Substantiv,f,,,,,Realwirtschaft,,,,,,,,,Realwirtschaften,,,,,,,,,Realwirtschaft,,,,,,,,,Realwirtschaften,,,,,,,,,Realwirtschaft,,,,,,,,,Realwirtschaften,,,,,,,,,Realwirtschaft,,,,,,,,,Realwirtschaften,,,,,,,,
Realwissenschaft,Substantiv,f,,,,,Realwissenschaft,,,,,,,,,Realwissenschaften,,,,,,,,,Realwissenschaft,,,,,,,,,Realwissenschaften,,,,,,,,,Realwissenschaft,,,,,,,,,Realwissenschaften,,,,,,,,,Realwissenschaft,,,,,,,,,Realwissenschaften,,,,,,,,
Reanalyse,Substantiv,f,,,,,Reanalyse,,,,,,,,,Reanalysen,,,,,,,,,Reanalyse,,,,,,,,,Reanalysen,,,,,,,,,Reanalyse,,,,,,,,,Reanalysen,,,,,,,,,Reanalyse,,,,,,,,,Reanalysen,,,,,,,,
Reanimation,Substantiv,f,,,,,Reanimation,,,,,,,,,Reanimationen,,,,,,,,,Reanimation,,,,,,,,,Reanimationen,,,,,,,,,Reanimation,,,,,,,,,Reanimationen,,,,,,,,,Reanimation,,,,,,,,,Reanimationen,,,,,,,,
Reanimationsversuch,Substantiv,m,,,,,Reanimationsversuch,,,,,,,,,Reanimationsversuche,,,,,,,,,Reanimationsversuches,Reanimationsversuchs,,,,,,,,Reanimationsversuche,,,,,,,,,Reanimationsversuch,Reanimationsversuche,,,,,,,,Reanimationsversuchen,,,,,,,,,Reanimationsversuch,,,,,,,,,Reanimationsversuche,,,,,,,,
Rebbach,Substantiv,m,,,,,Rebbach,,,,,,,,,,,,,,,,,,Rebbachs,,,,,,,,,,,,,,,,,,Rebbach,,,,,,,,,,,,,,,,,,Rebbach,,,,,,,,,,,,,,,,,
Rebbau,Substantiv,m,,,,,Rebbau,,,,,,,,,,,,,,,,,,Rebbaus,Rebbaues,,,,,,,,,,,,,,,,,Rebbau,,,,,,,,,,,,,,,,,,Rebbau,,,,,,,,,,,,,,,,,
Rebbe,Substantiv,m,,,,,Rebbe,,,,,,,,,Rebbes,,,,,,,,,Rebbe,Rebbes,,,,,,,,Rebbes,,,,,,,,,Rebbe,,,,,,,,,Rebbes,,,,,,,,,Rebbe,,,,,,,,,Rebbes,,,,,,,,
Rebberg,Substantiv,m,,,,,Rebberg,,,,,,,,,Rebberge,,,,,,,,,Rebbergs,Rebberges,,,,,,,,Rebberge,,,,,,,,,Rebberg,,,,,,,,,Rebbergen,,,,,,,,,Rebberg,,,,,,,,,Rebberge,,,,,,,,
Rebe,Substantiv,f,,,,,Rebe,,,,,,,,,Reben,,,,,,,,,Rebe,,,,,,,,,Reben,,,,,,,,,Rebe,,,,,,,,,Reben,,,,,,,,,Rebe,,,,,,,,,Reben,,,,,,,,
Rebekka,"Substantiv,Vorname",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebell,Substantiv,m,,,,,Rebell,,,,,,,,,Rebellen,,,,,,,,,Rebellen,,,,,,,,,Rebellen,,,,,,,,,Rebellen,,,,,,,,,Rebellen,,,,,,,,,Rebellen,,,,,,,,,Rebellen,,,,,,,,
Rebellenführer,Substantiv,m,,,,,Rebellenführer,,,,,,,,,Rebellenführer,,,,,,,,,Rebellenführers,,,,,,,,,Rebellenführer,,,,,,,,,Rebellenführer,,,,,,,,,Rebellenführern,,,,,,,,,Rebellenführer,,,,,,,,,Rebellenführer,,,,,,,,
Rebellenführerin,Substantiv,f,,,,,Rebellenführerin,,,,,,,,,Rebellenführerinnen,,,,,,,,,Rebellenführerin,,,,,,,,,Rebellenführerinnen,,,,,,,,,Rebellenführerin,,,,,,,,,Rebellenführerinnen,,,,,,,,,Rebellenführerin,,,,,,,,,Rebellenführerinnen,,,,,,,,
Rebellengebiet,Substantiv,n,,,,,Rebellengebiet,,,,,,,,,Rebellengebiete,,,,,,,,,Rebellengebietes,Rebellengebiets,,,,,,,,Rebellengebiete,,,,,,,,,Rebellengebiet,Rebellengebiete,,,,,,,,Rebellengebieten,,,,,,,,,Rebellengebiet,,,,,,,,,Rebellengebiete,,,,,,,,
Rebellenhochburg,Substantiv,f,,,,,Rebellenhochburg,,,,,,,,,Rebellenhochburgen,,,,,,,,,Rebellenhochburg,,,,,,,,,Rebellenhochburgen,,,,,,,,,Rebellenhochburg,,,,,,,,,Rebellenhochburgen,,,,,,,,,Rebellenhochburg,,,,,,,,,Rebellenhochburgen,,,,,,,,
Rebellin,Substantiv,f,,,,,Rebellin,,,,,,,,,Rebellinnen,,,,,,,,,Rebellin,,,,,,,,,Rebellinnen,,,,,,,,,Rebellin,,,,,,,,,Rebellinnen,,,,,,,,,Rebellin,,,,,,,,,Rebellinnen,,,,,,,,
Rebellion,Substantiv,f,,,,,Rebellion,,,,,,,,,Rebellionen,,,,,,,,,Rebellion,,,,,,,,,Rebellionen,,,,,,,,,Rebellion,,,,,,,,,Rebellionen,,,,,,,,,Rebellion,,,,,,,,,Rebellionen,,,,,,,,
Rebenblüte,Substantiv,f,,,,,Rebenblüte,,,,,,,,,Rebenblüten,,,,,,,,,Rebenblüte,,,,,,,,,Rebenblüten,,,,,,,,,Rebenblüte,,,,,,,,,Rebenblüten,,,,,,,,,Rebenblüte,,,,,,,,,Rebenblüten,,,,,,,,
Rebenhügel,Substantiv,m,,,,,Rebenhügel,,,,,,,,,Rebenhügel,,,,,,,,,Rebenhügels,,,,,,,,,Rebenhügel,,,,,,,,,Rebenhügel,,,,,,,,,Rebenhügeln,,,,,,,,,Rebenhügel,,,,,,,,,Rebenhügel,,,,,,,,
Rebenklima,Substantiv,n,,,,,Rebenklima,,,,,,,,,,,,,,,,,,Rebenklimas,,,,,,,,,,,,,,,,,,Rebenklima,,,,,,,,,,,,,,,,,,Rebenklima,,,,,,,,,,,,,,,,,
Rebensaft,Substantiv,m,,,,,Rebensaft,,,,,,,,,Rebensäfte,,,,,,,,,Rebensaftes,Rebensafts,,,,,,,,Rebensäfte,,,,,,,,,Rebensaft,Rebensafte,,,,,,,,Rebensäften,,,,,,,,,Rebensaft,,,,,,,,,Rebensäfte,,,,,,,,
Rebenstecher,Substantiv,m,,,,,Rebenstecher,,,,,,,,,Rebenstecher,,,,,,,,,Rebenstechers,,,,,,,,,Rebenstecher,,,,,,,,,Rebenstecher,,,,,,,,,Rebenstechern,,,,,,,,,Rebenstecher,,,,,,,,,Rebenstecher,,,,,,,,
Rebenzuchtanstalt,Substantiv,f,,,,,Rebenzuchtanstalt,,,,,,,,,Rebenzuchtanstalten,,,,,,,,,Rebenzuchtanstalt,,,,,,,,,Rebenzuchtanstalten,,,,,,,,,Rebenzuchtanstalt,,,,,,,,,Rebenzuchtanstalten,,,,,,,,,Rebenzuchtanstalt,,,,,,,,,Rebenzuchtanstalten,,,,,,,,
Rebfläche,Substantiv,f,,,,,Rebfläche,,,,,,,,,Rebflächen,,,,,,,,,Rebfläche,,,,,,,,,Rebflächen,,,,,,,,,Rebfläche,,,,,,,,,Rebflächen,,,,,,,,,Rebfläche,,,,,,,,,Rebflächen,,,,,,,,
Rebhuhn,Substantiv,n,,,,,Rebhuhn,,,,,,,,,Rebhühner,,,,,,,,,Rebhuhnes,Rebhuhns,,,,,,,,Rebhühner,,,,,,,,,Rebhuhn,Rebhuhne,,,,,,,,Rebhühnern,,,,,,,,,Rebhuhn,,,,,,,,,Rebhühner,,,,,,,,
Rebhügel,Substantiv,m,,,,,Rebhügel,,,,,,,,,Rebhügel,,,,,,,,,Rebhügels,,,,,,,,,Rebhügel,,,,,,,,,Rebhügel,,,,,,,,,Rebhügeln,,,,,,,,,Rebhügel,,,,,,,,,Rebhügel,,,,,,,,
Reblaus,Substantiv,f,,,,,Reblaus,,,,,,,,,Rebläuse,,,,,,,,,Reblaus,,,,,,,,,Rebläuse,,,,,,,,,Reblaus,,,,,,,,,Rebläusen,,,,,,,,,Reblaus,,,,,,,,,Rebläuse,,,,,,,,
Rebling,Substantiv,m,,,,,Rebling,,,,,,,,,Reblinge,,,,,,,,,Reblings,,,,,,,,,Reblinge,,,,,,,,,Rebling,,,,,,,,,Reblingen,,,,,,,,,Rebling,,,,,,,,,Reblinge,,,,,,,,
Rebound,Substantiv,m,,,,,Rebound,,,,,,,,,Rebounds,,,,,,,,,Rebounds,,,,,,,,,Rebounds,,,,,,,,,Rebound,,,,,,,,,Rebounds,,,,,,,,,Rebound,,,,,,,,,Rebounds,,,,,,,,
Rebpfahl,Substantiv,m,,,,,Rebpfahl,,,,,,,,,Rebpfähle,,,,,,,,,Rebpfahles,Rebpfahls,,,,,,,,Rebpfähle,,,,,,,,,Rebpfahl,Rebpfahle,,,,,,,,Rebpfählen,,,,,,,,,Rebpfahl,,,,,,,,,Rebpfähle,,,,,,,,
Rebschnitt,Substantiv,m,,,,,Rebschnitt,,,,,,,,,Rebschnitte,,,,,,,,,Rebschnitts,Rebschnittes,,,,,,,,Rebschnitte,,,,,,,,,Rebschnitt,Rebschnitte,,,,,,,,Rebschnitten,,,,,,,,,Rebschnitt,,,,,,,,,Rebschnitte,,,,,,,,
Rebschnur,Substantiv,f,,,,,Rebschnur,,,,,,,,,Rebschnüre,,,,,,,,,Rebschnur,,,,,,,,,Rebschnüre,,,,,,,,,Rebschnur,,,,,,,,,Rebschnüren,,,,,,,,,Rebschnur,,,,,,,,,Rebschnüre,,,,,,,,
Rebschoss,Substantiv,m,,,,,Rebschoss,,,,,,,,,Rebschosse,,,,,,,,,Rebschosses,,,,,,,,,Rebschosse,,,,,,,,,Rebschoss,Rebschosse,,,,,,,,Rebschossen,,,,,,,,,Rebschoss,,,,,,,,,Rebschosse,,,,,,,,
Rebseil,Substantiv,n,,,,,Rebseil,,,,,,,,,Rebseile,,,,,,,,,Rebseiles,Rebseils,,,,,,,,Rebseile,,,,,,,,,Rebseil,Rebseile,,,,,,,,Rebseilen,,,,,,,,,Rebseil,,,,,,,,,Rebseile,,,,,,,,
Rebsorte,Substantiv,f,,,,,Rebsorte,,,,,,,,,Rebsorten,,,,,,,,,Rebsorte,,,,,,,,,Rebsorten,,,,,,,,,Rebsorte,,,,,,,,,Rebsorten,,,,,,,,,Rebsorte,,,,,,,,,Rebsorten,,,,,,,,
Rebsortenwein,Substantiv,m,,,,,Rebsortenwein,,,,,,,,,Rebsortenweine,,,,,,,,,Rebsortenweins,Rebsortenweines,,,,,,,,Rebsortenweine,,,,,,,,,Rebsortenwein,,,,,,,,,Rebsortenweinen,,,,,,,,,Rebsortenwein,,,,,,,,,Rebsortenweine,,,,,,,,
Rebstecher,Substantiv,m,,,,,Rebstecher,,,,,,,,,Rebstecher,,,,,,,,,Rebstechers,,,,,,,,,Rebstecher,,,,,,,,,Rebstecher,,,,,,,,,Rebstechern,,,,,,,,,Rebstecher,,,,,,,,,Rebstecher,,,,,,,,
Rebstock,Substantiv,m,,,,,Rebstock,,,,,,,,,Rebstöcke,,,,,,,,,Rebstocks,Rebstockes,,,,,,,,Rebstöcke,,,,,,,,,Rebstock,,,,,,,,,Rebstöcken,,,,,,,,,Rebstock,,,,,,,,,Rebstöcke,,,,,,,,
Rebsäge,Substantiv,f,,,,,Rebsäge,,,,,,,,,Rebsägen,,,,,,,,,Rebsäge,,,,,,,,,Rebsägen,,,,,,,,,Rebsäge,,,,,,,,,Rebsägen,,,,,,,,,Rebsäge,,,,,,,,,Rebsägen,,,,,,,,
Rebus,Substantiv,n,,,,,Rebus,,,,,,,,,Rebusse,,,,,,,,,Rebus,,,,,,,,,Rebusse,,,,,,,,,Rebus,,,,,,,,,Rebussen,,,,,,,,,Rebus,,,,,,,,,Rebusse,,,,,,,,
Rebusprinzip,Substantiv,n,,,,,Rebusprinzip,,,,,,,,,,,,,,,,,,Rebusprinzips,,,,,,,,,,,,,,,,,,Rebusprinzip,,,,,,,,,,,,,,,,,,Rebusprinzip,,,,,,,,,,,,,,,,,
Rebzeile,Substantiv,f,,,,,Rebzeile,,,,,,,,,Rebzeilen,,,,,,,,,Rebzeile,,,,,,,,,Rebzeilen,,,,,,,,,Rebzeile,,,,,,,,,Rebzeilen,,,,,,,,,Rebzeile,,,,,,,,,Rebzeilen,,,,,,,,
Recamière,Substantiv,f,,,,,Recamière,,,,,,,,,Recamièren,,,,,,,,,Recamière,,,,,,,,,Recamièren,,,,,,,,,Recamière,,,,,,,,,Recamièren,,,,,,,,,Recamière,,,,,,,,,Recamièren,,,,,,,,
Receiver,Substantiv,m,,,,,Receiver,,,,,,,,,Receiver,,,,,,,,,Receivers,,,,,,,,,Receiver,,,,,,,,,Receiver,,,,,,,,,Receivern,,,,,,,,,Receiver,,,,,,,,,Receiver,,,,,,,,
Rechaud,Substantiv,,m,n,,,,,Rechaud,Rechaud,,,,,,Rechauds,,,,,,,,,,,Rechauds,Rechauds,,,,,,Rechauds,,,,,,,,,,,Rechaud,Rechaud,,,,,,Rechauds,,,,,,,,,,,Rechaud,Rechaud,,,,,,Rechauds,,,,,,,,
